pmid,pmcid,title,journal,insert_time
36545167,PMC9762860,Merkel Cell Carcinoma: An Otolaryngological Point of View of An Unusual Sinonasal Mass.,Cureus,2023-12-17-22-14-37
36551547,PMC9775569,T-Cell Mediated Immunity in Merkel Cell Carcinoma.,Cancers (Basel),2023-12-17-22-14-37
36551625,PMC9776017,Postoperative Radiotherapy and the Role of Regional Lymph Node Irradiation in Localized Merkel Cell Carcinoma: A Single-Center Retrospective Analysis.,Cancers (Basel),2023-12-17-22-14-37
36551657,PMC9776808,Epidemiology of Merkel Cell Polyomavirus Infection and Merkel Cell Carcinoma.,Cancers (Basel),2023-12-17-22-14-37
36574443,PMC9829177,Merkel cell polyomavirus small T antigen is a viral transcription activator that is essential for viral genome maintenance.,PLoS Pathog,2023-12-17-22-14-37
36602798,PMC9856969,Genomic Alterations and Tumor Mutation Burden in Merkel Cell Carcinoma.,JAMA Netw Open,2023-12-17-22-14-37
36611133,PMC9826569,Merkel cell carcinoma: a forty-year experience at the Peter MacCallum Cancer Centre.,BMC Cancer,2023-12-17-22-14-37
36612102,PMC9817518,"Merkel Cell Carcinoma-Update on Diagnosis, Management and Future Perspectives.",Cancers (Basel),2023-12-17-22-14-37
36614338,PMC9820997,Regulation of Transcriptional Activity of Merkel Cell Polyomavirus Large T-Antigen by PKA-Mediated Phosphorylation.,Int J Mol Sci,2023-12-17-22-14-37
36635157,PMC9984872,Quantification of human polyomaviruses MCPyV and HPyV6 in malignant and non-malignant skin lesions.,An Bras Dermatol,2023-12-17-22-14-37
36672392,PMC9857234,"Merkel Cell Polyomavirus: Infection, Genome, Transcripts and Its Role in Development of Merkel Cell Carcinoma.",Cancers (Basel),2023-12-17-22-14-37
36672496,PMC9857057,The Antineoplastic Effect of Dimethyl Fumarate on Virus-Negative Merkel Cell Carcinoma Cell Lines: Preliminary Results.,Cancers (Basel),2023-12-17-22-14-37
36683495,PMC9986704,"PD-L1 expression and CD8 positive lymphocytes in human neoplasms: A tissue microarray study on 11,838 tumor samples.",Cancer Biomark,2023-12-17-22-14-37
36703082,PMC10036438,[Whipple's triad with high and low insulin levels].,Inn Med (Heidelb),2023-12-17-22-14-37
36719743,PMC9974098,YAP1 and WWTR1 expression inversely correlates with neuroendocrine markers in Merkel cell carcinoma.,J Clin Invest,2023-12-17-22-14-37
36765567,PMC9913145,Evolving Applications of Circulating Tumor DNA in Merkel Cell Carcinoma.,Cancers (Basel),2023-12-17-22-14-37
36766554,PMC9914145,Combined Merkel Cell Carcinoma with Nodal Presentation: Report of a Case Diagnosed with Excisional but Not Incisional Biopsy and Literature Review.,Diagnostics (Basel),2023-12-17-22-14-37
36766726,PMC9913222,Merkel Cell Polyomavirus Large T Antigen Induces Cellular Senescence for Host Growth Arrest and Viral Genome Persistence through Its Unique Domain.,Cells,2023-12-17-22-14-37
36819794,PMC9935056,Intestinal obstruction due to small intestinal metastasis from primary Merkel cell carcinoma of the gluteal region.,Ecancermedicalscience,2023-12-17-22-14-37
36832281,PMC9955870,Management of Non-Melanoma Skin Cancer: Radiologists Challenging and Risk Assessment.,Diagnostics (Basel),2023-12-17-22-14-37
36859399,PMC9977963,Linoleic acid improves PIEZO2 dysfunction in a mouse model of Angelman Syndrome.,Nat Commun,2023-12-17-22-14-37
36870886,PMC10173065,"Merkel cell carcinoma: epidemiology, clinical features, diagnosis and treatment of a rare disease.",An Bras Dermatol,2023-12-17-22-14-37
36900146,PMC10001019,High-Frequency Ultrasound in Diagnosis and Treatment of Non-Melanoma Skin Cancer in the Head and Neck Region.,Diagnostics (Basel),2023-12-17-22-14-37
36900324,PMC10000694,Merkel Cell Carcinoma: An Update and Review.,Cancers (Basel),2023-12-17-22-14-37
36902599,PMC10002588,Demographic and Clinicopathological Factors as Predictors of Lymph Node Metastasis in Merkel Cell Carcinoma: A Population-Based Analysis.,J Clin Med,2023-12-17-22-14-37
36935458,PMC10025171,Now you see me: lights on Merkel Cell Carcinoma.,Eur J Hybrid Imaging,2023-12-17-22-14-37
36950672,PMC10025251,A rare tonsillar metastasis of Merkel cell carcinoma: A case report.,Clin Case Rep,2023-12-17-22-14-37
36970060,PMC10035372,Oncogenic Merkel Cell Polyomavirus T Antigen Truncating Mutations are Mediated by APOBEC3 Activity in Merkel Cell Carcinoma.,Cancer Res Commun,2023-12-17-22-14-37
36976298,PMC10133063,The role of radiotherapy in the updated German S2k guideline for management of Merkel cell carcinoma.,Strahlenther Onkol,2023-12-17-22-14-37
36995350,PMC10068398,"Top Ten Research Priorities for Psoriasis, Atopic Dermatitis and Hidradenitis Suppurativa: The SkIN Canada Priority Setting Initiative.",J Cutan Med Surg,2023-12-17-22-14-37
36998867,PMC10043676,Concurrent Merkel Cell Carcinoma and Bowen's Disease in a Young Lady.,Indian J Dermatol,2023-12-17-22-14-37
37012213,PMC10278518,Avelumab for the treatment of locally advanced or metastatic Merkel cell carcinoma-A multicenter real-world experience in Israel.,Cancer Med,2023-12-17-22-14-37
37042974,PMC10133047,[No abscopal effects of immunotherapy combined with stereotactic radiation therapy in Merkel cell carcinoma].,Strahlenther Onkol,2023-12-17-22-14-37
37058042,PMC10101282,A review on the oncogenesis of Merkel cell carcinoma: Several subsets arise from different stages of differentiation of stem cell.,Medicine (Baltimore),2023-12-17-22-14-37
37060172,PMC10114247,Adjuvant Radiotherapy for Dissected Parotid Lymph Nodes Containing Merkel Cell Carcinoma from an Unknown Primary Skin Site: 2 Case Reports.,Am J Case Rep,2023-12-17-22-14-37
37071208,PMC10374800,The HDAC inhibitor domatinostat induces type I interferon α in Merkel cell carcinoma by HES1 repression.,J Cancer Res Clin Oncol,2023-12-17-22-14-37
37089593,PMC10117954,Incidence of cutaneous melanoma and Merkel cell carcinoma in patients with primary cutaneous B-cell lymphomas: A population study of the SEER registry.,Front Med (Lausanne),2023-12-17-22-14-37
37095610,PMC10323082,Epidemiology of skin cancer based on Japan's National Cancer Registry 2016-2017.,Cancer Sci,2023-12-17-22-14-37
37115270,PMC10140701,Outcomes of responders to PD-1/PD-L1 inhibitors who discontinue therapy after sustained disease control.,J Cancer Res Clin Oncol,2023-12-17-22-14-37
37123555,PMC10140740,Rapidly growing nodule in an African American patient.,JAAD Case Rep,2023-12-17-22-14-37
37139149,PMC10149939,Body mass index and baseline platelet count as predictive factors in Merkel cell carcinoma patients treated with avelumab.,Front Oncol,2023-12-17-22-14-37
37146093,PMC10162530,Neurocan expression associates with better survival and viral positivity in Merkel cell carcinoma.,PLoS One,2023-12-17-22-14-37
37174007,PMC10177447,4-[(5-Methyl-1H-pyrazol-3-yl)amino]-2H-phenyl-1-phthalazinone Inhibits MCPyV T Antigen Expression in Merkel Cell Carcinoma Independent of Aurora Kinase A.,Cancers (Basel),2023-12-17-22-14-37
37185414,PMC10136436,"Comparison of Prognostic Factors for Merkel Cell Carcinoma, Mucosal Melanoma and Cutaneous Malignant Melanoma: Insights into Their Etiologies.",Curr Oncol,2023-12-17-22-14-37
37241012,PMC10224079,Introducing Radiotherapy in Metastatic Merkel Cell Carcinoma Patients with Limited Progression on Avelumab: An Effective Step against Primary and Secondary Immune Resistance?,J Pers Med,2023-12-17-22-14-37
37244352,PMC10258072,Methyltransferase-independent function of enhancer of zeste homologue 2 maintains tumorigenicity induced by human oncogenic papillomavirus and polyomavirus.,Tumour Virus Res,2023-12-17-22-14-37
37272249,PMC10315333,Primary Breast Small Cell Carcinoma With Merkel Cell Features: A Case Report and Literature Review.,J Breast Cancer,2023-12-17-22-14-37
37273297,PMC10234671,Detection of Sentinel Lymph Nodes Using Indocyanine Green After Failing Scintigraphy in Merkel Cell Carcinoma.,Cureus,2023-12-17-22-14-37
37275807,PMC10238969,Re-Induction of Avelumab for Patients with Metastatic Merkel Cell Carcinoma.,Indian J Dermatol,2023-12-17-22-14-37
37287968,PMC10242112,Insights into anti-tumor immunity via the polyomavirus shared across human Merkel cell carcinomas.,Front Immunol,2023-12-17-22-14-37
37311987,PMC10423113,The effect of GP-2250 on cultured virus-negative Merkel cell carcinoma cells: preliminary results.,J Cancer Res Clin Oncol,2023-12-17-22-14-37
37350641,PMC10521203,Histopathologic Features for Overall Survival in Merkel Cell Carcinoma: A Case Series with Intact Mismatch Repair Protein Expression.,Turk Patoloji Derg,2023-12-17-22-14-37
37350945,PMC10282638,Case Report: Avelumab and ruxolitinib to manage polycythemia vera and secondary metastatic Merkel cell carcinoma: a possible successful combination.,Front Oncol,2023-12-17-22-14-37
37361404,PMC10285141,"Complete resolution of PD-1 refractory, locoregionally advanced Merkel cell carcinoma with talimogene laherparepvec.",JAAD Case Rep,2023-12-17-22-14-37
37362502,PMC10288818,Increased Vertebral Gallium-68-DOTATATE Activity on Positron Emission Tomography-Computed Tomography in Merkel Cell Carcinoma: Not Always Metastasis.,Cureus,2023-12-17-22-14-37
37370805,PMC10296200,Model for End-Stage Liver Disease Correlates with Disease Relapse and Death of Patients with Merkel Cell Carcinoma.,Cancers (Basel),2023-12-17-22-14-37
37388796,PMC10303596,Facial Merkel cell carcinoma in a patient with diabetes and hepatitis B: A case report.,World J Clin Cases,2023-12-17-22-14-37
37389195,PMC10306424,An Extraordinary Cause of Colonic Obstruction: Merkel Cell Carcinoma of Unknown Primary.,ACG Case Rep J,2023-12-17-22-14-37
37393141,PMC10589491,Merkel cell carcinoma in a 38-year-old man: a case report.,An Bras Dermatol,2023-12-17-22-14-37
37407331,PMC10589487,Merkel cell polyomavirus and its etiological relationship with skin tumors.,An Bras Dermatol,2023-12-17-22-14-37
37421947,PMC10394170,Single-cell dissection of Merkel cell carcinoma heterogeneity unveils transcriptomic plasticity and therapeutic vulnerabilities.,Cell Rep Med,2023-12-17-22-14-37
37425552,PMC10328426,Correlation of Ultraviolet Radiation Levels With the Incidence of Cutaneous Squamous Cell and Merkel Cell Carcinomas in Non-sunbelt Locales in the United States: 2010-2017.,Cureus,2023-12-17-22-14-37
37441076,PMC10333698,Computational formulation of a multiepitope vaccine unveils an exceptional prophylactic candidate against Merkel cell polyomavirus.,Front Immunol,2023-12-17-22-14-37
37475845,PMC10354576,Progress in immunotherapy for neuroendocrine neoplasm of the digestive system.,World J Gastroenterol,2023-12-17-22-14-37
37476373,PMC10354444,Case report: Metastatic Merkel cell carcinoma presenting seven years after loco-regional disease resection of primary tumor with interval in-transit and nodal metastases.,Front Oncol,2023-12-17-22-14-37
37492791,PMC10364003,Two primary cancers appeared after discontinuation of nivolumab in the course of treating Hodgkin lymphoma: a case report.,AME Case Rep,2023-12-17-22-14-37
37496880,PMC10366346,Near missed diagnosis of Merkel cell carcinoma in a young immunocompetent woman with a recurrent left-arm mass: A case report.,Clin Case Rep,2023-12-17-22-14-37
37504322,PMC10378649,Multidisciplinary Treatment of Merkel Cell Carcinoma of the Extremities: Outcomes and Factors Associated with Poor Survival in Nodal Disease.,Curr Oncol,2023-12-17-22-14-37
37504328,PMC10377768,An Effective Primary Treatment Using Radiotherapy in Patients with Eyelid Merkel Cell Carcinoma.,Curr Oncol,2023-12-17-22-14-37
37513741,PMC10385104,Detection of Merkel Cell Polyomavirus (MCPyV) DNA and Transcripts in Merkel Cell Carcinoma (MCC).,Pathogens,2023-12-17-22-14-37
37554189,PMC10404876,Critical involvement of circular RNAs in virus-associated cancers.,Genes Dis,2023-12-17-22-14-37
37564238,PMC10411111,Gastric Metastasis of Primary Neuroendocrine Tumor of Skin: Rare Tumor with Rare Presentation.,J Lab Physicians,2023-12-17-22-14-37
37564989,PMC10411878,Editorial: Neuroendocrine tumors: the road to precision medicine.,Front Endocrinol (Lausanne),2023-12-17-22-14-37
37573372,PMC10423247,Clinical significance of the expression of FOXP3 and TIGIT in Merkel cell carcinoma.,Sci Rep,2023-12-17-22-14-37
37586769,PMC10432652,ScRNA-seq defines dynamic T-cell subsets in longitudinal colon and peripheral blood samples in immune checkpoint inhibitor-induced colitis.,J Immunother Cancer,2023-12-17-22-14-37
37602032,PMC10439678,Merkel Cell Carcinoma of the Left Cheek With Testicular Metastasis: An Uncommon Occurrence.,Cureus,2023-12-17-22-14-37
37627103,PMC10452270,Epigenetic m6A RNA Modification Reader YTHDF1 in Merkel Cell Carcinoma.,Cancers (Basel),2023-12-17-22-14-37
37637369,PMC10451116,Multiple Merkel cell carcinoma: a case report.,Oxf Med Case Reports,2023-12-17-22-14-37
37647312,PMC10468096,Characterization of molecular mechanisms driving Merkel cell polyomavirus oncogene transcription and tumorigenic potential.,PLoS Pathog,2023-12-17-22-14-37
37686478,PMC10486745,Lymph Node Metastases from Non-Melanoma Skin Cancer of the Head and Neck.,Cancers (Basel),2023-12-17-22-14-37
37689160,PMC10507160,The essential role of the ERK activation in large T antigen of BK polyomavirus regulated cell migration.,Virus Res,2023-12-17-22-14-37
37711623,PMC10499392,LAMP1 targeting of the large T antigen of Merkel cell polyomavirus results in potent CD4 T cell responses and tumor inhibition.,Front Immunol,2023-12-17-22-14-37
37733060,PMC10576731,Extended duration of treatment using reduced-frequency dosing of anti-PD-1 therapy in patients with advanced melanoma and Merkel cell carcinoma.,Cancer Immunol Immunother,2023-12-17-22-14-37
37743525,PMC10686778,Feline papillomavirus-associated Merkel cell carcinoma: a comparative review with human Merkel cell carcinoma.,J Vet Med Sci,2023-12-17-22-14-37
37755087,PMC10532587,An Investigation of Structure-Activity Relationships and Cell Death Mechanisms of the Marine Alkaloids Discorhabdins in Merkel Cell Carcinoma Cells.,Mar Drugs,2023-12-17-22-14-37
37771695,PMC10525381,"BK polyomavirus: latency, reactivation, diseases and tumorigenesis.",Front Cell Infect Microbiol,2023-12-17-22-14-37
37791147,PMC10544344,Large Intestinal Obstruction and Perforation From Metastatic Merkel Cell Carcinoma: A Case Report.,Cureus,2023-12-17-22-14-37
37797944,PMC10646862,Biomaterial-Mediated Genetic Reprogramming of Merkel Cell Carcinoma and Melanoma Leads to Targeted Cancer Cell Killing In Vitro and In Vivo.,ACS Biomater Sci Eng,2023-12-17-22-14-37
37799372,PMC10549867,Vegetative plaque on the left superior eyelid.,Skin Health Dis,2023-12-17-22-14-37
37799464,PMC10547860,Case Report: Stereotactic body radiation treatment for immunotherapy escaped oligometastatic progression in cutaneous melanoma and merkel cell carcinoma.,Front Oncol,2023-12-17-22-14-37
37842425,PMC10569819,Catastrophic Merkel Cell Carcinoma in a Liver Transplant Recipient.,Cureus,2023-12-17-22-14-37
37869108,PMC10585082,Merkel Cell Carcinoma of the Trunk: Two Case Reports and Imaging Review.,J Korean Soc Radiol,2023-12-17-22-14-37
37894451,PMC10605355,An Updated Review of the Biomarkers of Response to Immune Checkpoint Inhibitors in Merkel Cell Carcinoma: Merkel Cell Carcinoma and Immunotherapy.,Cancers (Basel),2023-12-17-22-14-37
37961132,PMC10635082,Integrative analysis reveals therapeutic potential of pyrvinium pamoate in Merkel cell carcinoma.,bioRxiv,2023-12-17-22-14-37
37970205,PMC10645464,"Malignant tumors of the external auditory canal: diagnosis, treatment, genetic landscape, biomarkers, and clinical outcome.",Explor Target Antitumor Ther,2023-12-17-22-14-37
37979010,PMC10700449,Correction to: Extended duration of treatment using reduced‑frequency dosing of anti‑PD‑1 therapy in patients with advanced melanoma and Merkel cell carcinoma.,Cancer Immunol Immunother,2023-12-17-22-14-37
37983027,PMC10660167,Survival of Patients With Head and Neck Merkel Cell Cancer: Findings From the Pan-Canadian Merkel Cell Cancer Collaborative.,JAMA Netw Open,2023-12-17-22-14-37
37983224,PMC10659156,"Longitudinal multi-functional analysis identified responses of T cells, B cells, and monocytes as hallmarks of immunotherapy tolerance in patients with merkel cell carcinoma.",PLoS One,2023-12-17-22-14-37
37992376,PMC10656175,Merkel Cell Carcinoma: Mind the Genital Metastatic Sites!,Dermatol Pract Concept,2023-12-17-22-14-37
38021416,PMC10658947,Avelumab for Advanced Merkel Cell Carcinoma: Global Real-World Data on Patient Response and Survival.,Pragmat Obs Res,2023-12-17-22-14-37
38022343,PMC10631572,Cornu Cutaneum: Case Reports of Patients With a Cutaneous Horn Associated With Either a Verruca Vulgaris or an Inverted Follicular Keratosis and a Review of the Etiologies of Cutaneous Horns.,Cureus,2023-12-17-22-14-37
38034209,PMC10686785,Merkel Cell Carcinoma in an Elderly Male With Extensive Local Disease.,Cureus,2023-12-17-22-14-37
38046068,PMC10689273,Prevention of Oncogenic Gammaherpesvirinae (EBV and HHV8) Associated Disease in Solid Organ Transplant Recipients.,Transpl Int,2023-12-17-22-14-37
38053320,PMC10715291,A Challenging Diagnosis of Merkel Cell Carcinoma Occurring in the Lymph Nodes and Skin of a Patient with Mantle Cell Lymphoma: A Case Report.,Acta Derm Venereol,2023-12-17-22-14-37
38067198,PMC10705727,Neoadjuvant Approaches to Non-Melanoma Skin Cancer.,Cancers (Basel),2023-12-17-22-14-37
38067253,PMC10705163,Adjuvant Radiation in Resectable Node-Positive Merkel Cell Carcinoma in the Immunotherapy Era: Implications for Future and Ongoing Trials.,Cancers (Basel),2023-12-17-22-14-37
